date,pe_ratio
01/01/1953,10.86307054
01/02/1953,10.68595041
01/03/1953,10.69547325
01/04/1953,10.05833099
01/05/1953,10.00269799
01/06/1953,9.541832669
01/07/1953,9.626168595
01/08/1953,9.614967654
01/09/1953,9.125490196
01/10/1953,9.449396256
01/11/1953,9.709391954
01/12/1953,9.892430279
01/01/1954,10.0898416
01/02/1954,10.25754237
01/03/1954,10.41960784
01/04/1954,10.73706054
01/05/1954,11.06417065
01/06/1954,11.05343511
01/07/1954,11.48540214
01/08/1954,11.69922373
01/09/1954,11.9581749
01/10/1954,12.02240097
01/11/1954,12.2790848
01/12/1954,12.62454874
01/01/1955,12.56472066
01/02/1955,12.70079091
01/03/1955,12.33108108
01/04/1955,12.39385953
01/05/1955,12.00001277
01/06/1955,12.35403727
01/07/1955,12.96256373
01/08/1955,12.60295782
01/09/1955,12.88953488
01/10/1955,12.03142857
01/11/1955,12.62640449
01/12/1955,12.53314917
01/01/1956,12.11803487
01/02/1956,12.11726171
01/03/1956,12.8699187
01/04/1956,13.1284153
01/05/1956,12.82093664
01/06/1956,12.85277778
01/07/1956,13.72796785
01/08/1956,13.82793362
01/09/1956,13.53757225
01/10/1956,13.42886102
01/11/1956,13.35407261
01/12/1956,13.61876833
01/01/1957,13.33560339
01/02/1957,12.7727843
01/03/1957,12.95
01/04/1957,13.22405751
01/05/1957,13.70509151
01/06/1957,13.90350877
01/07/1957,14.11540823
01/08/1957,13.27414409
01/09/1957,12.67435159
01/10/1957,11.99998836
01/11/1957,11.85603512
01/12/1957,11.96735905
01/01/1958,12.4858426
01/02/1958,12.82692971
01/03/1958,13.41082803
01/04/1958,13.79153094
01/05/1958,14.56666667
01/06/1958,15.27303754
01/07/1958,15.78262675
01/08/1958,16.46718473
01/09/1958,17
01/10/1958,17.67054066
01/11/1958,18.18704597
01/12/1958,18.50865052
01/01/1959,18.76942494
01/02/1959,18.03620413
01/03/1959,18.05787781
01/04/1959,17.8066343
01/05/1959,17.54593092
01/06/1959,16.9
01/07/1959,17.51906158
01/08/1959,17.36842105
01/09/1959,16.63265306
01/10/1959,16.68291055
01/11/1959,16.81588327
01/12/1959,17.42182891
01/01/1960,17.1179941
01/02/1960,16.45427729
01/03/1960,16.2300885
01/04/1960,16.65237385
01/05/1960,16.7164649
01/06/1960,17.56441718
01/07/1960,17.11135558
01/08/1960,17.29896194
01/09/1960,16.76146789
01/10/1960,16.43119266
01/11/1960,16.96330275
01/12/1960,17.37003058
01/01/1961,18.60436137
01/02/1961,19.73650794
01/03/1961,20.75080906
